Item ID,Name,Color,Size,SKU,Sale Date,Listing Amount,Sale Fees + Shipping,Net Sale,Purchase Subtotal,Purchase Tax,Purchase Shipping,Purchase Total,Profit,Sale Platform,Imported From
27565447,Nike Blazer Low 77 Vintage White Black,White/Sail-Black,10,DA6464-101/DA6364-101,01/27/2024,$57.00,$7.38,$49.62,$44.08,$0.00,$0.00,$44.08,$5.54,,spreadsheet
28061399,Nike Air Max Terrascape 90 White Grey,White/White/White/White,11,DQ3987-101,01/27/2024,$113.00,$12.54,$100.46,$89.97,$0.00,$0.00,$89.97,$10.49,,upc_scan
27565298,Jordan 1 Mid Wear-Away Chicago,Black/Infrared 23-White-Sail,8,DV9565-006,01/28/2024,$107.00,$11.91,$95.09,$81.48,$0.00,$0.00,$81.48,$13.61,,spreadsheet
28150411,Nike Kwondo 1 G-Dragon Peaceminusone Panda,Black/White,8,DH2482-101,01/29/2024,$142.00,$16.91,$125.09,$107.76,$0.00,$0.00,$107.76,$17.33,,new_item_addition_flow
27906811,Nike ZoomX Vaporfly Next% 2 White Volt Racer Blue,White/Black-Volt-Racer Blue-Bright Crimson,11.5,CU4111-103,01/29/2024,$147.00,$17.44,$129.56,$97.97,$0.00,$0.00,$97.97,$31.59,,upc_scan
27906810,Nike ZoomX Vaporfly Next% 2 White Volt Racer Blue,White/Black-Volt-Racer Blue-Bright Crimson,11.5,CU4111-103,01/29/2024,$135.75,$0.00,$135.75,$97.97,$0.00,$0.00,$97.97,$37.78,alias,upc_scan
27906778,Nike LeBron 20 Miami Heat,Black/Black/University Red/University Gold/Light Smoke Grey,11.5,DJ5423-001/DJ5422-001,01/29/2024,$124.00,$13.82,$110.18,$99.99,$0.00,$0.00,$99.99,$10.19,,upc_scan
28290754,Nike LeBron 20 Miami Heat,Black/Black/University Red/University Gold/Light Smoke Grey,11,DJ5423-001/DJ5422-001,01/30/2024,$116.00,$12.98,$103.02,$89.97,$0.00,$0.00,$89.97,$13.05,,upc_scan
28290751,Nike LeBron 20 Miami Heat,Black/Black/University Red/University Gold/Light Smoke Grey,10.5,DJ5423-001/DJ5422-001,01/30/2024,$111.00,$12.45,$98.55,$89.97,$0.00,$0.00,$89.97,$8.58,,upc_scan
27565435,Nike Air Max 90 Triple Red (2020),University Red/University Red-Black,11,CZ7918-600,01/30/2024,$118.00,$13.19,$104.81,$55.10,$0.00,$0.00,$55.10,$49.71,,spreadsheet
28290756,Nike LeBron 20 Miami Heat,Black/Black/University Red/University Gold/Light Smoke Grey,8,DJ5423-001/DJ5422-001,01/31/2024,$119.00,$13.29,$105.71,$89.97,$0.00,$0.00,$89.97,$15.74,,upc_scan
28087647,Nike SB Dunk Low Fog (2021/2023),Black/Gum/Light Grey,6.5,BQ6817-010,01/31/2024,$139.00,$15.60,$123.40,$115.00,$0.00,$0.00,$115.00,$8.40,,upc_scan
27565293,Nike Dunk High 1985 Barely Rose Denim,Light Pink/White/Red,9.5,DQ8799-100,01/31/2024,$74.00,$9.77,$64.23,$57.57,$0.00,$0.00,$57.57,$6.66,,spreadsheet
27565336,Jordan 1 Mid Lucky Green,Lucky Green/Black/White,13,DQ8426-301,02/01/2024,$85.00,$10.94,$74.06,$70.33,$0.00,$0.00,$70.33,$3.73,,spreadsheet
27565313,Nike Air Max 1 '86 OG Big Bubble Lost Sketch,Light Smoke Grey/Diffused Blue,8.5,DV7525-001,02/01/2024,$84.00,$8.98,$75.02,$76.97,$0.00,$0.00,$76.97,-$1.95,,spreadsheet
27906780,Nike LeBron 20 Miami Heat,Black/Black/University Red/University Gold/Light Smoke Grey,10.5,DJ5423-001/DJ5422-001,02/01/2024,$104.12,$0.00,$104.12,$99.99,$0.00,$0.00,$99.99,$4.13,alias,upc_scan
27565297,Jordan 1 Mid Wear-Away Chicago,Black/Infrared 23-White-Sail,8,DV9565-006,02/01/2024,$100.00,$10.50,$89.50,$81.48,$0.00,$0.00,$81.48,$8.02,,spreadsheet
28290753,Nike LeBron 20 Miami Heat,Black/Black/University Red/University Gold/Light Smoke Grey,11,DJ5423-001/DJ5422-001,02/01/2024,$116.00,$12.02,$103.98,$89.97,$0.00,$0.00,$89.97,$14.01,,upc_scan
27584541,Nike Air Force 1 High White,White/White,9.5,315121-115/CW2290-111,02/02/2024,$93.00,$10.84,$82.16,$62.97,$0.00,$0.00,$62.97,$19.19,,manual
28290755,Nike LeBron 20 Miami Heat,Black/Black/University Red/University Gold/Light Smoke Grey,8,DJ5423-001/DJ5422-001,02/02/2024,$108.00,$10.93,$97.07,$89.97,$0.00,$0.00,$89.97,$7.10,,upc_scan
27565438,Nike Air Max 90 Triple Red (2020),University Red/University Red-Black,10,CZ7918-600,02/02/2024,$93.00,$9.51,$83.49,$55.10,$0.00,$0.00,$55.10,$28.39,,spreadsheet
27565363,Nike Kwondo 1 G-Dragon Peaceminusone Panda,Black/White,10.5,DH2482-101,02/02/2024,$129.00,$12.93,$116.07,$107.76,$0.00,$0.00,$107.76,$8.31,,spreadsheet
28090925,adidas Ultra Boost 5.0 DNA Triple Black,Core Black/Core Black/Beam Green,10,GV8745,02/03/2024,$119.00,$11.98,$107.02,$84.67,$0.00,$0.00,$84.67,$22.35,,upc_scan
27565383,Nike Air Max 90 Terrascape Sail Sea Glass,Sail/Sea Glass/Black,8.5,DH2973-100,02/03/2024,$92.00,$9.41,$82.59,$76.63,$0.00,$0.00,$76.63,$5.96,,spreadsheet
28150348,Nike Sportswear Tech Fleece Full-Zip Hoodie Black,Black,XXL,CU4489-010,02/03/2024,$76.00,$11.28,$64.72,$53.99,$0.00,$0.00,$53.99,$10.73,,upc_scan
27565406,Nike Ja 1 Light Smoke Grey,White/Light Smoke Grey-Black-Phantom-Light Bone-Photon Dust,9.5,DR8785-100/DR8786-100,02/04/2024,$90.00,$10.55,$79.45,$76.98,$0.00,$0.00,$76.98,$2.47,,spreadsheet
28408645,Nike Air Max 97 USA (2020),White/Obsidian-University Red,11,CW5584-100,02/04/2024,$110.00,$12.45,$97.55,$62.97,$0.00,$0.00,$62.97,$34.58,,upc_scan
27565373,Nike Dunk Low Retro White Black Panda (Women's),White/Black,6W,DD1503-101,02/05/2024,$97.00,$9.89,$87.11,$80.50,$0.00,$0.00,$80.50,$6.61,,spreadsheet
27584538,Nike Air Force 1 High White,White/White,9.5,315121-115/CW2290-111,02/05/2024,$94.00,$10.93,$83.07,$62.97,$0.00,$0.00,$62.97,$20.10,,manual
28368219,Nike Air Max Terrascape 90 White Grey,White/White/White/White,13,DQ3987-101,02/05/2024,$95.33,$0.00,$95.33,$71.97,$0.00,$0.00,$71.97,$23.36,alias,upc_scan
28408546,Gucci GG Supreme Platform Sandal Dark Red (Women's),Dark Red,39.5,573018KQW008366,02/06/2024,$227.00,$25.57,$201.43,$187.79,$0.00,$0.00,$187.79,$13.64,,manual
28150347,Nike Sportswear Tech Fleece Full-Zip Hoodie Black,Black,XXL,CU4489-010,02/06/2024,$78.00,$11.41,$66.59,$53.99,$0.00,$0.00,$53.99,$12.60,,upc_scan
28368218,Nike Air Max Terrascape 90 White Grey,White/White/White/White,8.5,DQ3987-101,02/07/2024,$99.00,$10.74,$88.26,$71.97,$0.00,$0.00,$71.97,$16.29,,upc_scan
27970941,Nike Air Max 1 '86 OG Big Bubble Lost Sketch,Light Smoke Grey/Diffused Blue,9.5,DV7525-001,02/07/2024,$82.00,$9.12,$72.88,$0.00,$0.00,$0.00,$0.00,$72.88,,stockx_kafka_sync
27811075,Nike Air Trainer SC High Auburn,Sail/Light Zen Grey/Tart,8,DV2212-100,02/07/2024,$96.00,$9.79,$86.21,$43.68,$0.00,$0.00,$43.68,$42.53,,upc_scan
28409147,Nike Air Max Scorpion FK Barely Volt,Cargo Khaki Volt. ColorwayJade Horizon/Barely Volt/Cargo Khaki/Sequoia,12,DJ4701-300,02/07/2024,$103.00,$11.12,$91.88,$76.97,$0.00,$0.00,$76.97,$14.91,,upc_scan
28150346,Nike Sportswear Tech Fleece Full-Zip Hoodie Black,Black,XXL,CU4489-010,02/08/2024,$78.00,$11.41,$66.59,$53.99,$0.00,$0.00,$53.99,$12.60,,upc_scan
27864778,Nike Air Force 1 High '07 SP Billie Eilish Mushroom,Mushroom/Mushroom/Mushroom,9,DM7926-200,02/08/2024,$98.00,$9.98,$88.02,$69.27,$0.00,$0.00,$69.27,$18.75,,manual
27565371,Nike Ja 1 Halloween Zombie,Lime Blast/Oil Green-Black-Hemp-Cacao Wow,9,FD6565-300/FV5562-300,02/08/2024,$100.60,$0.00,$100.60,$91.00,$0.00,$0.00,$91.00,$9.60,alias,spreadsheet
28409120,Nike Air Max 1 Corduroy Baltic Blue,Baltic Blue/Sesame-Gridiron-Sail,9,FB8915-400,02/08/2024,$52.00,$7.23,$44.77,$41.97,$0.00,$0.00,$41.97,$2.80,,upc_scan
28409079,Nike Air Max 270 White Gum,White/Gum Light Brown-White,12,DC1702-100,02/08/2024,$197.00,$19.39,$177.61,$87.40,$0.00,$0.00,$87.40,$90.21,,upc_scan
28408642,Nike Air Max 97 USA (2020),White/Obsidian-University Red,12,CW5584-100,02/08/2024,$112.00,$11.31,$100.69,$62.97,$0.00,$0.00,$62.97,$37.72,,upc_scan
28150341,Nike Sportswear Tech Fleece Full-Zip Hoodie Heather Grey/Black,Heather Grey/Black,XXXL,CU4489-063,02/09/2024,$66.00,$8.98,$57.02,$48.59,$0.00,$0.00,$48.59,$8.43,,upc_scan
27565315,Nike Air Max 1 '86 OG Big Bubble Lost Sketch,Light Smoke Grey/Diffused Blue,9,DV7525-001,02/09/2024,$78.00,$8.08,$69.92,$76.97,$0.00,$0.00,$76.97,-$7.05,,spreadsheet
27565394,Nike Air Max 90 Terrascape Sail Sea Glass,Sail/Sea Glass/Black,9.5,DH2973-100,02/09/2024,$101.00,$10.27,$90.73,$75.40,$0.00,$0.00,$75.40,$15.33,,spreadsheet
27565417,Nike Ja 1 Light Smoke Grey,White/Light Smoke Grey-Black-Phantom-Light Bone-Photon Dust,8.5,DR8785-100/DR8786-100,02/10/2024,$93.00,$9.51,$83.49,$75.40,$0.00,$0.00,$75.40,$8.09,,spreadsheet
28290752,Nike LeBron 20 Miami Heat,Black/Black/University Red/University Gold/Light Smoke Grey,11,DJ5423-001/DJ5422-001,02/10/2024,$117.00,$13.12,$103.88,$89.97,$0.00,$0.00,$89.97,$13.91,,upc_scan
28409127,Nike Air Max 1 PRM Corduroy Coral Stardust,Coral Stardust/Bright Coral/Oxen Brown,12,FB8915-600,02/11/2024,$57.00,$7.38,$49.62,$41.97,$0.00,$0.00,$41.97,$7.65,,upc_scan
27565421,Nike Ja 1 Light Smoke Grey,White/Light Smoke Grey-Black-Phantom-Light Bone-Photon Dust,10,DR8785-100/DR8786-100,02/11/2024,$88.00,$9.03,$78.97,$75.40,$0.00,$0.00,$75.40,$3.57,,spreadsheet
27584539,Nike Air Force 1 High White,White/White,9.5,315121-115/CW2290-111,02/11/2024,$88.00,$10.36,$77.64,$62.97,$0.00,$0.00,$62.97,$14.67,,manual
27565326,Jordan 1 Mid Lucky Green,Lucky Green/Black/White,11,DQ8426-301,02/11/2024,$81.00,$8.37,$72.63,$70.33,$0.00,$0.00,$70.33,$2.30,,spreadsheet
27565360,Nike Kwondo 1 G-Dragon Peaceminusone Panda,Black/White,9,DH2482-101,02/12/2024,$101.47,$0.00,$101.47,$107.76,$0.00,$0.00,$107.76,-$6.29,alias,spreadsheet
27565415,Nike Ja 1 Light Smoke Grey,White/Light Smoke Grey-Black-Phantom-Light Bone-Photon Dust,8.5,DR8785-100/DR8786-100,02/13/2024,$92.00,$9.41,$82.59,$75.40,$0.00,$0.00,$75.40,$7.19,,spreadsheet
28150337,Nike Sportswear Tech Fleece Full-Zip Hoodie Black,Black,XXXL,CU4489-010,02/13/2024,$48.59,$0.00,$48.59,$48.59,$0.00,$0.00,$48.59,$0.00,Returned to Nike,manual
27906816,Nike ZoomX Vaporfly Next% 2 White Volt Racer Blue,White/Black-Volt-Racer Blue-Bright Crimson,13,CU4111-103,02/13/2024,$97.97,$0.00,$97.97,$97.97,$0.00,$0.00,$97.97,$0.00,Returned to Nike,upc_scan
28409174,Nike Air More Uptempo Industrial Blue,Pure Platinum/Burnished Teal-Industrial Blue,10.5,FD5573-001,02/13/2024,$78.00,$8.08,$69.92,$55.97,$0.00,$0.00,$55.97,$13.95,,upc_scan
28409126,Nike Air Max 1 PRM Corduroy Coral Stardust,Coral Stardust/Bright Coral/Oxen Brown,12,FB8915-600,02/13/2024,$58.00,$7.41,$50.59,$41.97,$0.00,$0.00,$41.97,$8.62,,upc_scan
28408591,Nike Air VaporMax Plus Black Orange Crimson,Black/Black-Total Orange-Total Crimson,13,924453-006,02/13/2024,$118.00,$13.21,$104.79,$90.97,$0.00,$0.00,$90.97,$13.82,,upc_scan
27674464,Nike Air Max 90 Triple Red (2020),University Red/University Red-Black,11,CZ7918-600,02/13/2024,$114.00,$11.50,$102.50,$54.98,$0.00,$0.00,$54.98,$47.52,,upc_scan
28564826,Jordan 4 Retro SE Craft Medium Olive,Medium Olive/Pale Vanilla/Khaki/Black/Sail,9,FB9927-200,02/14/2024,$168.90,$0.00,$168.90,$168.90,$0.00,$0.00,$168.90,$0.00,Returned to Nike,upc_scan
28564825,Jordan 4 Retro SE Craft Medium Olive,Medium Olive/Pale Vanilla/Khaki/Black/Sail,9,FB9927-200,02/14/2024,$168.90,$0.00,$168.90,$168.90,$0.00,$0.00,$168.90,$0.00,Returned to Nike,upc_scan
28564824,Jordan 4 Retro SE Craft Medium Olive,Medium Olive/Pale Vanilla/Khaki/Black/Sail,9,FB9927-200,02/14/2024,$168.90,$0.00,$168.90,$168.90,$0.00,$0.00,$168.90,$0.00,Returned to Nike,upc_scan
28408592,Nike Air VaporMax Plus Black Orange Crimson,Black/Black-Total Orange-Total Crimson,13,924453-006,02/14/2024,$118.00,$13.21,$104.79,$90.97,$0.00,$0.00,$90.97,$13.82,,upc_scan
28409081,Nike Air Max 270 White Gum,White/Gum Light Brown-White,9,DC1702-100,02/14/2024,$87.40,$0.00,$87.40,$87.40,$0.00,$0.00,$87.40,$0.00,Returned,upc_scan
28150344,Nike Sportswear Tech Fleece Full-Zip Hoodie Black,Black,XXL,CU4489-010,02/14/2024,$76.00,$11.28,$64.72,$53.99,$0.00,$0.00,$53.99,$10.73,,upc_scan
27906817,Nike ZoomX Vaporfly Next% 2 White Volt Racer Blue,White/Black-Volt-Racer Blue-Bright Crimson,13,CU4111-103,02/15/2024,$97.97,$0.00,$97.97,$97.97,$0.00,$0.00,$97.97,$0.00,Returned to Nike,upc_scan
28408590,Nike Air VaporMax Plus Black Orange Crimson,Black/Black-Total Orange-Total Crimson,13,924453-006,02/15/2024,$116.00,$13.02,$102.98,$90.97,$0.00,$0.00,$90.97,$12.01,,upc_scan
28408643,Nike Air Max 97 USA (2020),White/Obsidian-University Red,12,CW5584-100,02/15/2024,$109.00,$11.03,$97.97,$62.97,$0.00,$0.00,$62.97,$35.00,,upc_scan
27565332,Jordan 1 Mid Lucky Green,Lucky Green/Black/White,12,DQ8426-301,02/15/2024,$84.00,$8.66,$75.34,$70.33,$0.00,$0.00,$70.33,$5.01,,spreadsheet
28651988,Nike Dunk Low Red Stardust (Women's),Red Stardust/Rugged Orange/White,9.5,FQ8876-618,02/16/2024,$117.00,$11.79,$105.21,$80.50,$0.00,$0.00,$80.50,$24.71,,upc_scan
28654999,Jordan 3 Retro Midnight Navy,White/Cement Grey/Black/Midnight Navy,11,CT8532-140,02/16/2024,$180.00,$19.10,$160.90,$140.00,$0.00,$0.00,$140.00,$20.90,,upc_scan
28654968,Jordan 1 Mid Light Smoke Grey,Light Smoke Grey/Black-White,11,554724-092,02/16/2024,$109.00,$11.03,$97.97,$87.50,$0.00,$0.00,$87.50,$10.47,,upc_scan
27565323,Jordan 1 Mid Lucky Green,Lucky Green/Black/White,11,DQ8426-301,02/16/2024,$81.00,$8.37,$72.63,$70.33,$0.00,$0.00,$70.33,$2.30,,spreadsheet
27565321,Jordan 1 Mid Lucky Green,Lucky Green/Black/White,11,DQ8426-301,02/16/2024,$81.00,$5.73,$75.27,$70.33,$0.00,$0.00,$70.33,$4.94,,spreadsheet
28671827,Nike Air Force 1 Low '07 Black,Black/Black,11.5,315122-001/CW2288-001,02/16/2024,$96.00,$6.67,$89.33,$80.50,$0.00,$0.00,$80.50,$8.83,,manual
28671826,Nike Air Force 1 Low '07 Black,Black/Black,11.5,315122-001/CW2288-001,02/17/2024,$96.00,$6.67,$89.33,$80.50,$0.00,$0.00,$80.50,$8.83,,manual
28671950,Nike Dunk Low Red Stardust (Women's),Red Stardust/Rugged Orange/White,7,FQ8876-618,02/17/2024,$114.00,$7.80,$106.20,$80.50,$0.00,$0.00,$80.50,$25.70,,upc_scan
28702916,Jordan 1 Mid SE Legend Light Brown (Women's),Legend Light Brown/Sail/Legend Medium Brown,9.5,FJ3448-200,02/18/2024,$111.15,$0.00,$111.15,$94.50,$0.00,$0.00,$94.50,$16.65,alias,upc_scan
27565359,Nike Kwondo 1 G-Dragon Peaceminusone Panda,Black/White,9,DH2482-101,02/18/2024,$103.23,$0.00,$103.23,$107.76,$0.00,$0.00,$107.76,-$4.53,alias,spreadsheet
28408599,Nike Air VaporMax Plus Black Orange Crimson,Black/Black-Total Orange-Total Crimson,12,924453-006,02/18/2024,$112.00,$11.97,$100.03,$90.97,$0.00,$0.00,$90.97,$9.06,,upc_scan
28408598,Nike Air VaporMax Plus Black Orange Crimson,Black/Black-Total Orange-Total Crimson,12,924453-006,02/19/2024,$112.00,$11.97,$100.03,$90.97,$0.00,$0.00,$90.97,$9.06,,upc_scan
28702842,Nike Dunk Low Valerian Blue,Valerian Blue/White/University Red/Valerian Blue,7.5,DD1391-400,02/19/2024,$99.00,$10.08,$88.92,$80.50,$0.00,$0.00,$80.50,$8.42,,upc_scan
28408597,Nike Air VaporMax Plus Black Orange Crimson,Black/Black-Total Orange-Total Crimson,12,924453-006,02/19/2024,$112.00,$12.64,$99.36,$90.97,$0.00,$0.00,$90.97,$8.39,,upc_scan
27565309,Nike Air Max 1 '86 OG Big Bubble Lost Sketch,Light Smoke Grey/Diffused Blue,9.5,DV7525-001,02/19/2024,$78.00,$8.08,$69.92,$76.97,$0.00,$0.00,$76.97,-$7.05,,spreadsheet
28702841,Nike Dunk Low Valerian Blue,Valerian Blue/White/University Red/Valerian Blue,7,DD1391-400,02/19/2024,$99.00,$10.07,$88.93,$80.50,$0.00,$0.00,$80.50,$8.43,,upc_scan
27565296,Nike Dunk High 1985 Barely Rose Denim,Light Pink/White/Red,13,DQ8799-100,02/19/2024,$76.00,$8.61,$67.39,$57.57,$0.00,$0.00,$57.57,$9.82,,spreadsheet
28671947,Nike Dunk Low Red Stardust (Women's),Red Stardust/Rugged Orange/White,7.5,FQ8876-618,02/19/2024,$116.00,$11.69,$104.31,$80.50,$0.00,$0.00,$80.50,$23.81,,upc_scan
28408648,Nike Air Max 97 USA (2020),White/Obsidian-University Red,13,CW5584-100,02/19/2024,$106.00,$12.07,$93.93,$62.97,$0.00,$0.00,$62.97,$30.96,,upc_scan
28711067,Jordan 1 Mid Patent Black White Gold,Black/White-Metallic Gold,13,852542-007,02/20/2024,$114.00,$11.50,$102.50,$94.50,$0.00,$0.00,$94.50,$8.00,,upc_scan
28655039,Nike Air Force 1 Low '07 Black,Black/Black,11,315122-001/CW2288-001,02/20/2024,$100.00,$10.17,$89.83,$80.50,$0.00,$0.00,$80.50,$9.33,,manual
28712273,Nike Air Force 1 Low '07 Black,Black/Black,11,315122-001/CW2288-001,02/20/2024,$99.00,$10.08,$88.92,$80.50,$0.00,$0.00,$80.50,$8.42,,upc_scan
28768294,Nike SB Dunk Low City Of Love Light Bone,Coconut Milk/Light Bone/Phantom/University Red/Sail,6,FZ5654-100,02/20/2024,$158.00,$15.68,$142.32,$87.50,$0.00,$0.00,$87.50,$54.82,,upc_scan
28711066,Jordan 1 Mid Patent Black White Gold,Black/White-Metallic Gold,13,852542-007,02/20/2024,$114.00,$11.50,$102.50,$94.50,$0.00,$0.00,$94.50,$8.00,,upc_scan
28789000,Nike Air Max 270 Pink Foam (Women's),Pink Foam/Pink Foam/Pearl Pink/Pink Rise,5,AH6789-605,02/20/2024,$129.00,$12.93,$116.07,$112.00,$0.00,$0.00,$112.00,$4.07,,manual
28711065,Jordan 1 Mid Patent Black White Gold,Black/White-Metallic Gold,13,852542-007,02/20/2024,$114.00,$11.50,$102.50,$94.50,$0.00,$0.00,$94.50,$8.00,,upc_scan
28702915,Jordan 1 Mid SE Legend Light Brown (Women's),Legend Light Brown/Sail/Legend Medium Brown,8.5,FJ3448-200,02/20/2024,$117.00,$11.79,$105.21,$94.50,$0.00,$0.00,$94.50,$10.71,,upc_scan
28671907,Nike Dunk Low Cacao Wow (Women's),Sail/Cacao Wow-Coconut Milk,8,DD1503-124,02/20/2024,$108.00,$10.93,$97.07,$80.50,$0.00,$0.00,$80.50,$16.57,,upc_scan
27565331,Jordan 1 Mid Lucky Green,Lucky Green/Black/White,12,DQ8426-301,02/21/2024,$82.00,$8.46,$73.54,$70.33,$0.00,$0.00,$70.33,$3.21,,spreadsheet
28703423,Nike Dunk Low Cacao Wow (Women's),Sail/Cacao Wow-Coconut Milk,9,DD1503-124,02/21/2024,$106.00,$10.74,$95.26,$80.50,$0.00,$0.00,$80.50,$14.76,,upc_scan
28671949,Nike Dunk Low Red Stardust (Women's),Red Stardust/Rugged Orange/White,7,FQ8876-618,02/21/2024,$109.00,$11.03,$97.97,$80.50,$0.00,$0.00,$80.50,$17.47,,upc_scan
28703424,Nike Dunk Low Cacao Wow (Women's),Sail/Cacao Wow-Coconut Milk,9,DD1503-124,02/21/2024,$106.00,$10.74,$95.26,$80.50,$0.00,$0.00,$80.50,$14.76,,upc_scan
27565328,Jordan 1 Mid Lucky Green,Lucky Green/Black/White,12,DQ8426-301,02/21/2024,$82.00,$8.46,$73.54,$70.33,$0.00,$0.00,$70.33,$3.21,,spreadsheet
28711064,Jordan 1 Mid Patent Black White Gold,Black/White-Metallic Gold,13,852542-007,02/21/2024,$112.00,$11.31,$100.69,$94.50,$0.00,$0.00,$94.50,$6.19,,upc_scan
28711063,Jordan 1 Mid Patent Black White Gold,Black/White-Metallic Gold,13,852542-007,02/21/2024,$111.00,$11.22,$99.78,$94.50,$0.00,$0.00,$94.50,$5.28,,upc_scan
28703297,Nike Dunk Low Red Stardust (Women's),Red Stardust/Rugged Orange/White,8,FQ8876-618,02/22/2024,$106.00,$10.74,$95.26,$80.50,$0.00,$0.00,$80.50,$14.76,,upc_scan
28671825,Nike Air Force 1 Low '07 Black,Black/Black,11.5,315122-001/CW2288-001,02/22/2024,$98.00,$9.98,$88.02,$80.50,$0.00,$0.00,$80.50,$7.52,,manual
28806237,Nike Dunk Low Valerian Blue,Valerian Blue/White/University Red/Valerian Blue,9,DD1391-400,02/22/2024,$103.00,$10.46,$92.54,$80.50,$0.00,$0.00,$80.50,$12.04,,upc_scan
27565420,Nike Ja 1 Light Smoke Grey,White/Light Smoke Grey-Black-Phantom-Light Bone-Photon Dust,10,DR8785-100/DR8786-100,02/22/2024,$81.27,$0.00,$81.27,$75.40,$0.00,$0.00,$75.40,$5.87,alias,spreadsheet
27565355,Nike Kwondo 1 G-Dragon Peaceminusone Panda,Black/White,9,DH2482-101,02/22/2024,$109.39,$0.00,$109.39,$107.76,$0.00,$0.00,$107.76,$1.63,alias,spreadsheet
28806239,Nike Dunk Low Sanddrift Light Armory Blue,Coconut Milk/Light Armory Blue/Sanddrift/Hemp/Sesame/Gum Medium Brown,7,HF0106-100,02/22/2024,$119.00,$11.97,$107.03,$94.50,$0.00,$0.00,$94.50,$12.53,,upc_scan
28836829,Jordan 1 Mid Light Smoke Grey,Light Smoke Grey/Black-White,11,554724-092,02/22/2024,$106.00,$10.87,$95.13,$87.50,$0.00,$0.00,$87.50,$7.63,,upc_scan
28408644,Nike Air Max 97 USA (2020),White/Obsidian-University Red,11,CW5584-100,02/22/2024,$105.00,$10.78,$94.22,$62.97,$0.00,$0.00,$62.97,$31.25,,upc_scan
28703294,Nike Dunk Low Red Stardust (Women's),Red Stardust/Rugged Orange/White,10.5,FQ8876-618,02/23/2024,$135.00,$13.50,$121.50,$80.50,$0.00,$0.00,$80.50,$41.00,,upc_scan
28408639,Nike Air Max 97 USA (2020),White/Obsidian-University Red,11.5,CW5584-100,02/23/2024,$112.90,$0.00,$112.90,$62.97,$0.00,$0.00,$62.97,$49.93,alias,upc_scan
27565329,Jordan 1 Mid Lucky Green,Lucky Green/Black/White,12,DQ8426-301,02/23/2024,$88.00,$9.16,$78.84,$70.33,$0.00,$0.00,$70.33,$8.51,,spreadsheet
28408647,Nike Air Max 97 USA (2020),White/Obsidian-University Red,11.5,CW5584-100,02/23/2024,$108.00,$11.06,$96.94,$62.97,$0.00,$0.00,$62.97,$33.97,,upc_scan
27565354,Nike Kwondo 1 G-Dragon Peaceminusone Panda,Black/White,9,DH2482-101,02/23/2024,$120.00,$12.20,$107.80,$107.76,$0.00,$0.00,$107.76,$0.04,,spreadsheet
28654967,Jordan 1 Mid Light Smoke Grey,Light Smoke Grey/Black-White,10.5,554724-092,02/23/2024,$119.00,$11.98,$107.02,$87.50,$0.00,$0.00,$87.50,$19.52,,upc_scan
27565304,Jordan 1 Mid Wear-Away Chicago,Black/Infrared 23-White-Sail,10.5,DV9565-006,02/24/2024,$98.00,$10.31,$87.69,$81.48,$0.00,$0.00,$81.48,$6.21,,spreadsheet
28304070,Nike Blazer Low sacai White Patent Leather,White/Sail,11.5,DM6443-100,02/24/2024,$99.72,$0.00,$99.72,$87.99,$0.00,$0.00,$87.99,$11.73,alias,upc_scan
28703298,Nike Dunk Low Red Stardust (Women's),Red Stardust/Rugged Orange/White,7.5,FQ8876-618,02/24/2024,$110.00,$11.12,$98.88,$80.50,$0.00,$0.00,$80.50,$18.38,,upc_scan
28788951,Nike Dunk Low Rose Whisper (Women's),White/Rose Whisper,6.5,DD1503-118,02/25/2024,$99.00,$11.41,$87.59,$80.50,$0.00,$0.00,$80.50,$7.09,,upc_scan
27565403,Nike Ja 1 Light Smoke Grey,White/Light Smoke Grey-Black-Phantom-Light Bone-Photon Dust,13,DR8785-100/DR8786-100,02/25/2024,$86.54,$0.00,$86.54,$76.63,$0.00,$0.00,$76.63,$9.91,alias,spreadsheet
27565316,Nike Air Max 1 '86 OG Big Bubble Lost Sketch,Light Smoke Grey/Diffused Blue,9,DV7525-001,02/25/2024,$71.00,$8.13,$62.87,$76.97,$0.00,$0.00,$76.97,-$14.10,,spreadsheet
28671773,Jordan 1 Mid Light Smoke Grey,Light Smoke Grey/Black-White,10.5,554724-092,02/25/2024,$117.00,$11.79,$105.21,$87.50,$0.00,$0.00,$87.50,$17.71,,upc_scan
27565319,Jordan 1 Mid Lucky Green,Lucky Green/Black/White,11,DQ8426-301,02/25/2024,$88.00,$9.36,$78.64,$70.33,$0.00,$0.00,$70.33,$8.31,,spreadsheet
28651968,Nike Air Force 1 Low '07 Black,Black/Black,9.5,315122-001/CW2288-001,02/26/2024,$102.00,$10.36,$91.64,$80.50,$0.00,$0.00,$80.50,$11.14,,upc_scan
28671772,Jordan 1 Mid Light Smoke Grey,Light Smoke Grey/Black-White,10.5,554724-092,02/26/2024,$116.00,$11.69,$104.31,$87.50,$0.00,$0.00,$87.50,$16.81,,upc_scan
28409082,Nike Air Max 270 White Gum,White/Gum Light Brown-White,9,DC1702-100,02/26/2024,$125.00,$13.88,$111.12,$87.40,$0.00,$0.00,$87.40,$23.72,,upc_scan
